  55  39
  0.0000  0.0257  0.0514  0.0771  0.1029  0.1286  0.1543  0.1800
  0.2057  0.2314  0.2571  0.2828  0.3086  0.3343  0.3600  0.3857
  0.4114  0.4371  0.4628  0.4885  0.5143  0.5400  0.5657  0.5914
  0.6171  0.6428  0.6685  0.6943  0.7200  0.7457  0.7714  0.7971
  0.8228  0.8485  0.8742  0.9000  0.9257  0.9514  0.9771  1.0028
  1.0285  1.0542  1.0799  1.1057  1.1314  1.1571  1.1828  1.2085
  1.2342  1.2599  1.2856  1.3114  1.3371  1.3628  1.3885  1.4142
  0.0000  0.0256  0.0513  0.0769  0.1026  0.1282  0.1538  0.1795
  0.2051  0.2308  0.2564  0.2821  0.3077  0.3333  0.3590  0.3846
  0.4103  0.4359  0.4615  0.4872  0.5128  0.5385  0.5641  0.5897
  0.6154  0.6410  0.6667  0.6923  0.7179  0.7436  0.7692  0.7949
  0.8205  0.8462  0.8718  0.8974  0.9231  0.9487  0.9744  1.0000
  0.6985E-02  0.9891E-02  0.1873E-01  0.3253E-01  0.4748E-01  0.5805E-01
  0.6066E-01  0.5616E-01  0.4837E-01  0.4074E-01  0.3462E-01  0.3006E-01
  0.2694E-01  0.2523E-01  0.2489E-01  0.2591E-01  0.2832E-01  0.3216E-01
  0.3748E-01  0.4441E-01  0.5242E-01  0.5909E-01  0.6040E-01  0.5362E-01
  0.4021E-01  0.2517E-01  0.1357E-01  0.7706E-02  0.7706E-02  0.1357E-01
  0.2517E-01  0.4021E-01  0.5362E-01  0.6040E-01  0.5909E-01  0.5242E-01
  0.4441E-01  0.3748E-01  0.3216E-01  0.2832E-01  0.2591E-01  0.2489E-01
  0.2523E-01  0.2694E-01  0.3006E-01  0.3462E-01  0.4074E-01  0.4837E-01
  0.5616E-01  0.6066E-01  0.5805E-01  0.4748E-01  0.3253E-01  0.1873E-01
  0.9891E-02  0.6985E-02  0.9860E-02  0.1345E-01  0.2402E-01  0.3978E-01
  0.5610E-01  0.6718E-01  0.6973E-01  0.6500E-01  0.5707E-01  0.4936E-01
  0.4314E-01  0.3838E-01  0.3503E-01  0.3314E-01  0.3276E-01  0.3389E-01
  0.3653E-01  0.4058E-01  0.4605E-01  0.5306E-01  0.6117E-01  0.6805E-01
  0.6955E-01  0.6260E-01  0.4824E-01  0.3147E-01  0.1791E-01  0.1076E-01
  0.1076E-01  0.1791E-01  0.3147E-01  0.4824E-01  0.6260E-01  0.6955E-01
  0.6805E-01  0.6117E-01  0.5306E-01  0.4605E-01  0.4058E-01  0.3653E-01
  0.3389E-01  0.3276E-01  0.3314E-01  0.3503E-01  0.3838E-01  0.4314E-01
  0.4936E-01  0.5707E-01  0.6500E-01  0.6973E-01  0.6718E-01  0.5610E-01
  0.3978E-01  0.2402E-01  0.1345E-01  0.9860E-02  0.1846E-01  0.2262E-01
  0.3437E-01  0.5081E-01  0.6671E-01  0.7663E-01  0.7817E-01  0.7320E-01
  0.6574E-01  0.5872E-01  0.5294E-01  0.4825E-01  0.4467E-01  0.4253E-01
  0.4209E-01  0.4340E-01  0.4630E-01  0.5047E-01  0.5568E-01  0.6208E-01
  0.6954E-01  0.7626E-01  0.7842E-01  0.7267E-01  0.5920E-01  0.4229E-01
  0.2767E-01  0.1951E-01  0.1951E-01  0.2767E-01  0.4229E-01  0.5920E-01
  0.7267E-01  0.7842E-01  0.7626E-01  0.6954E-01  0.6208E-01  0.5568E-01
  0.5047E-01  0.4630E-01  0.4340E-01  0.4209E-01  0.4253E-01  0.4467E-01
  0.4825E-01  0.5294E-01  0.5872E-01  0.6574E-01  0.7320E-01  0.7817E-01
  0.7663E-01  0.6671E-01  0.5081E-01  0.3437E-01  0.2262E-01  0.1846E-01
  0.3154E-01  0.3577E-01  0.4726E-01  0.6240E-01  0.7601E-01  0.8365E-01
  0.8408E-01  0.7965E-01  0.7379E-01  0.6840E-01  0.6348E-01  0.5870E-01
  0.5444E-01  0.5161E-01  0.5100E-01  0.5278E-01  0.5645E-01  0.6107E-01
  0.6591E-01  0.7100E-01  0.7672E-01  0.8224E-01  0.8468E-01  0.8075E-01
  0.6973E-01  0.5469E-01  0.4078E-01  0.3262E-01  0.3262E-01  0.4078E-01
  0.5469E-01  0.6973E-01  0.8075E-01  0.8468E-01  0.8224E-01  0.7672E-01
  0.7100E-01  0.6591E-01  0.6107E-01  0.5645E-01  0.5278E-01  0.5100E-01
  0.5161E-01  0.5444E-01  0.5870E-01  0.6348E-01  0.6840E-01  0.7379E-01
  0.7965E-01  0.8408E-01  0.8365E-01  0.7601E-01  0.6240E-01  0.4726E-01
  0.3577E-01  0.3154E-01  0.4521E-01  0.4885E-01  0.5845E-01  0.7051E-01
  0.8071E-01  0.8599E-01  0.8623E-01  0.8370E-01  0.8062E-01  0.7734E-01
  0.7294E-01  0.6711E-01  0.6102E-01  0.5667E-01  0.5570E-01  0.5850E-01
  0.6397E-01  0.7016E-01  0.7533E-01  0.7905E-01  0.8215E-01  0.8514E-01
  0.8663E-01  0.8405E-01  0.7609E-01  0.6444E-01  0.5308E-01  0.4614E-01
  0.4614E-01  0.5308E-01  0.6444E-01  0.7609E-01  0.8405E-01  0.8663E-01
  0.8514E-01  0.8215E-01  0.7905E-01  0.7533E-01  0.7016E-01  0.6397E-01
  0.5850E-01  0.5570E-01  0.5667E-01  0.6102E-01  0.6711E-01  0.7294E-01
  0.7734E-01  0.8062E-01  0.8370E-01  0.8623E-01  0.8599E-01  0.8071E-01
  0.7051E-01  0.5845E-01  0.4885E-01  0.4521E-01  0.5413E-01  0.5677E-01
  0.6364E-01  0.7206E-01  0.7910E-01  0.8311E-01  0.8460E-01  0.8514E-01
  0.8526E-01  0.8358E-01  0.7845E-01  0.7006E-01  0.6087E-01  0.5425E-01
  0.5278E-01  0.5704E-01  0.6535E-01  0.7455E-01  0.8150E-01  0.8477E-01
  0.8530E-01  0.8491E-01  0.8407E-01  0.8150E-01  0.7591E-01  0.6785E-01
  0.5982E-01  0.5481E-01  0.5481E-01  0.5982E-01  0.6785E-01  0.7591E-01
  0.8150E-01  0.8407E-01  0.8491E-01  0.8530E-01  0.8477E-01  0.8150E-01
  0.7455E-01  0.6535E-01  0.5704E-01  0.5278E-01  0.5425E-01  0.6087E-01
  0.7006E-01  0.7845E-01  0.8358E-01  0.8526E-01  0.8514E-01  0.8460E-01
  0.8311E-01  0.7910E-01  0.7206E-01  0.6364E-01  0.5677E-01  0.5413E-01
  0.5504E-01  0.5673E-01  0.6118E-01  0.6681E-01  0.7203E-01  0.7624E-01
  0.8002E-01  0.8385E-01  0.8646E-01  0.8503E-01  0.7773E-01  0.6577E-01
  0.5309E-01  0.4423E-01  0.4229E-01  0.4794E-01  0.5923E-01  0.7213E-01
  0.8212E-01  0.8642E-01  0.8547E-01  0.8196E-01  0.7813E-01  0.7425E-01
  0.6954E-01  0.6396E-01  0.5870E-01  0.5547E-01  0.5547E-01  0.5870E-01
  0.6396E-01  0.6954E-01  0.7425E-01  0.7813E-01  0.8196E-01  0.8547E-01
  0.8642E-01  0.8212E-01  0.7213E-01  0.5923E-01  0.4794E-01  0.4229E-01
  0.4423E-01  0.5309E-01  0.6577E-01  0.7773E-01  0.8503E-01  0.8646E-01
  0.8385E-01  0.8002E-01  0.7624E-01  0.7203E-01  0.6681E-01  0.6118E-01
  0.5673E-01  0.5504E-01  0.4892E-01  0.5002E-01  0.5304E-01  0.5728E-01
  0.6209E-01  0.6737E-01  0.7346E-01  0.7971E-01  0.8340E-01  0.8092E-01
  0.7084E-01  0.5566E-01  0.4054E-01  0.3045E-01  0.2829E-01  0.3462E-01
  0.4775E-01  0.6360E-01  0.7677E-01  0.8311E-01  0.8211E-01  0.7668E-01
  0.7031E-01  0.6465E-01  0.5964E-01  0.5506E-01  0.5133E-01  0.4920E-01
  0.4920E-01  0.5133E-01  0.5506E-01  0.5964E-01  0.6465E-01  0.7031E-01
  0.7668E-01  0.8211E-01  0.8311E-01  0.7677E-01  0.6360E-01  0.4775E-01
  0.3462E-01  0.2829E-01  0.3045E-01  0.4054E-01  0.5566E-01  0.7084E-01
  0.8092E-01  0.8340E-01  0.7971E-01  0.7346E-01  0.6737E-01  0.6209E-01
  0.5728E-01  0.5304E-01  0.5002E-01  0.4892E-01  0.3963E-01  0.4047E-01
  0.4291E-01  0.4674E-01  0.5175E-01  0.5803E-01  0.6557E-01  0.7294E-01
  0.7654E-01  0.7257E-01  0.6034E-01  0.4353E-01  0.2792E-01  0.1809E-01
  0.1605E-01  0.2210E-01  0.3523E-01  0.5216E-01  0.6735E-01  0.7565E-01
  0.7548E-01  0.6946E-01  0.6168E-01  0.5472E-01  0.4910E-01  0.4467E-01
  0.4150E-01  0.3984E-01  0.3984E-01  0.4150E-01  0.4467E-01  0.4910E-01
  0.5472E-01  0.6168E-01  0.6946E-01  0.7548E-01  0.7565E-01  0.6735E-01
  0.5216E-01  0.3523E-01  0.2210E-01  0.1605E-01  0.1809E-01  0.2792E-01
  0.4353E-01  0.6034E-01  0.7257E-01  0.7654E-01  0.7294E-01  0.6557E-01
  0.5803E-01  0.5175E-01  0.4674E-01  0.4291E-01  0.4047E-01  0.3963E-01
  0.3059E-01  0.3132E-01  0.3353E-01  0.3720E-01  0.4229E-01  0.4894E-01
  0.5694E-01  0.6445E-01  0.6759E-01  0.6272E-01  0.4987E-01  0.3339E-01
  0.1903E-01  0.1052E-01  0.8812E-02  0.1394E-01  0.2564E-01  0.4171E-01
  0.5710E-01  0.6627E-01  0.6684E-01  0.6096E-01  0.5283E-01  0.4542E-01
  0.3956E-01  0.3519E-01  0.3224E-01  0.3077E-01  0.3077E-01  0.3224E-01
  0.3519E-01  0.3956E-01  0.4542E-01  0.5283E-01  0.6096E-01  0.6684E-01
  0.6627E-01  0.5710E-01  0.4171E-01  0.2564E-01  0.1394E-01  0.8812E-02
  0.1052E-01  0.1903E-01  0.3339E-01  0.4987E-01  0.6272E-01  0.6759E-01
  0.6445E-01  0.5694E-01  0.4894E-01  0.4229E-01  0.3720E-01  0.3353E-01
  0.3132E-01  0.3059E-01  0.2316E-01  0.2382E-01  0.2582E-01  0.2921E-01
  0.3406E-01  0.4050E-01  0.4828E-01  0.5558E-01  0.5865E-01  0.5418E-01
  0.4250E-01  0.2793E-01  0.1570E-01  0.8706E-02  0.7334E-02  0.1149E-01
  0.2127E-01  0.3523E-01  0.4904E-01  0.5745E-01  0.5790E-01  0.5220E-01
  0.4428E-01  0.3707E-01  0.3145E-01  0.2734E-01  0.2464E-01  0.2332E-01
  0.2332E-01  0.2464E-01  0.2734E-01  0.3145E-01  0.3707E-01  0.4428E-01
  0.5220E-01  0.5790E-01  0.5745E-01  0.4904E-01  0.3523E-01  0.2127E-01
  0.1149E-01  0.7334E-02  0.8706E-02  0.1570E-01  0.2793E-01  0.4250E-01
  0.5418E-01  0.5865E-01  0.5558E-01  0.4828E-01  0.4050E-01  0.3406E-01
  0.2921E-01  0.2582E-01  0.2382E-01  0.2316E-01  0.1739E-01  0.1796E-01
  0.1971E-01  0.2273E-01  0.2711E-01  0.3303E-01  0.4032E-01  0.4744E-01
  0.5118E-01  0.4856E-01  0.3972E-01  0.2821E-01  0.1839E-01  0.1274E-01
  0.1162E-01  0.1499E-01  0.2287E-01  0.3400E-01  0.4476E-01  0.5075E-01
  0.4996E-01  0.4407E-01  0.3655E-01  0.2987E-01  0.2474E-01  0.2106E-01
  0.1868E-01  0.1753E-01  0.1753E-01  0.1868E-01  0.2106E-01  0.2474E-01
  0.2987E-01  0.3655E-01  0.4407E-01  0.4996E-01  0.5075E-01  0.4476E-01
  0.3400E-01  0.2287E-01  0.1499E-01  0.1162E-01  0.1274E-01  0.1839E-01
  0.2821E-01  0.3972E-01  0.4856E-01  0.5118E-01  0.4744E-01  0.4032E-01
  0.3303E-01  0.2711E-01  0.2273E-01  0.1971E-01  0.1796E-01  0.1739E-01
  0.1302E-01  0.1351E-01  0.1500E-01  0.1760E-01  0.2145E-01  0.2673E-01
  0.3341E-01  0.4046E-01  0.4544E-01  0.4578E-01  0.4106E-01  0.3357E-01
  0.2661E-01  0.2238E-01  0.2152E-01  0.2409E-01  0.2985E-01  0.3744E-01
  0.4396E-01  0.4629E-01  0.4339E-01  0.3701E-01  0.2992E-01  0.2390E-01
  0.1936E-01  0.1615E-01  0.1412E-01  0.1314E-01  0.1314E-01  0.1412E-01
  0.1615E-01  0.1936E-01  0.2390E-01  0.2992E-01  0.3701E-01  0.4339E-01
  0.4629E-01  0.4396E-01  0.3744E-01  0.2985E-01  0.2409E-01  0.2152E-01
  0.2238E-01  0.2661E-01  0.3357E-01  0.4106E-01  0.4578E-01  0.4544E-01
  0.4046E-01  0.3341E-01  0.2673E-01  0.2145E-01  0.1760E-01  0.1500E-01
  0.1351E-01  0.1302E-01  0.9802E-02  0.1020E-01  0.1146E-01  0.1367E-01
  0.1698E-01  0.2159E-01  0.2759E-01  0.3450E-01  0.4075E-01  0.4433E-01
  0.4425E-01  0.4148E-01  0.3805E-01  0.3568E-01  0.3518E-01  0.3666E-01
  0.3972E-01  0.4308E-01  0.4473E-01  0.4298E-01  0.3784E-01  0.3100E-01
  0.2442E-01  0.1911E-01  0.1518E-01  0.1244E-01  0.1072E-01  0.9902E-02
  0.9902E-02  0.1072E-01  0.1244E-01  0.1518E-01  0.1911E-01  0.2442E-01
  0.3100E-01  0.3784E-01  0.4298E-01  0.4473E-01  0.4308E-01  0.3972E-01
  0.3666E-01  0.3518E-01  0.3568E-01  0.3805E-01  0.4148E-01  0.4425E-01
  0.4433E-01  0.4075E-01  0.3450E-01  0.2759E-01  0.2159E-01  0.1698E-01
  0.1367E-01  0.1146E-01  0.1020E-01  0.9802E-02  0.7474E-02  0.7808E-02
  0.8849E-02  0.1070E-01  0.1351E-01  0.1746E-01  0.2273E-01  0.2924E-01
  0.3620E-01  0.4226E-01  0.4624E-01  0.4800E-01  0.4832E-01  0.4815E-01
  0.4809E-01  0.4825E-01  0.4827E-01  0.4736E-01  0.4454E-01  0.3944E-01
  0.3274E-01  0.2586E-01  0.1993E-01  0.1533E-01  0.1198E-01  0.9666E-02
  0.8235E-02  0.7557E-02  0.7557E-02  0.8235E-02  0.9666E-02  0.1198E-01
  0.1533E-01  0.1993E-01  0.2586E-01  0.3274E-01  0.3944E-01  0.4454E-01
  0.4736E-01  0.4827E-01  0.4825E-01  0.4809E-01  0.4815E-01  0.4832E-01
  0.4800E-01  0.4624E-01  0.4226E-01  0.3620E-01  0.2924E-01  0.2273E-01
  0.1746E-01  0.1351E-01  0.1070E-01  0.8849E-02  0.7808E-02  0.7474E-02
  0.5822E-02  0.6097E-02  0.6955E-02  0.8494E-02  0.1085E-01  0.1420E-01
  0.1871E-01  0.2450E-01  0.3131E-01  0.3842E-01  0.4481E-01  0.4976E-01
  0.5304E-01  0.5477E-01  0.5511E-01  0.5409E-01  0.5160E-01  0.4749E-01
  0.4176E-01  0.3489E-01  0.2781E-01  0.2145E-01  0.1629E-01  0.1239E-01
  0.9561E-02  0.7631E-02  0.6448E-02  0.5890E-02  0.5890E-02  0.6448E-02
  0.7631E-02  0.9561E-02  0.1239E-01  0.1629E-01  0.2145E-01  0.2781E-01
  0.3489E-01  0.4176E-01  0.4749E-01  0.5160E-01  0.5409E-01  0.5511E-01
  0.5477E-01  0.5304E-01  0.4976E-01  0.4481E-01  0.3842E-01  0.3131E-01
  0.2450E-01  0.1871E-01  0.1420E-01  0.1085E-01  0.8494E-02  0.6955E-02
  0.6097E-02  0.5822E-02  0.4682E-02  0.4908E-02  0.5612E-02  0.6878E-02
  0.8830E-02  0.1161E-01  0.1538E-01  0.2027E-01  0.2626E-01  0.3303E-01
  0.3988E-01  0.4601E-01  0.5068E-01  0.5341E-01  0.5397E-01  0.5231E-01
  0.4856E-01  0.4309E-01  0.3649E-01  0.2958E-01  0.2314E-01  0.1768E-01
  0.1337E-01  0.1011E-01  0.7759E-02  0.6168E-02  0.5196E-02  0.4738E-02
  0.4738E-02  0.5196E-02  0.6168E-02  0.7759E-02  0.1011E-01  0.1337E-01
  0.1768E-01  0.2314E-01  0.2958E-01  0.3649E-01  0.4309E-01  0.4856E-01
  0.5231E-01  0.5397E-01  0.5341E-01  0.5068E-01  0.4601E-01  0.3988E-01
  0.3303E-01  0.2626E-01  0.2027E-01  0.1538E-01  0.1161E-01  0.8830E-02
  0.6878E-02  0.5612E-02  0.4908E-02  0.4682E-02  0.3933E-02  0.4116E-02
  0.4689E-02  0.5719E-02  0.7309E-02  0.9581E-02  0.1266E-01  0.1663E-01
  0.2152E-01  0.2717E-01  0.3314E-01  0.3878E-01  0.4332E-01  0.4609E-01
  0.4666E-01  0.4496E-01  0.4124E-01  0.3605E-01  0.3015E-01  0.2427E-01
  0.1896E-01  0.1453E-01  0.1101E-01  0.8352E-02  0.6436E-02  0.5141E-02
  0.4351E-02  0.3979E-02  0.3979E-02  0.4351E-02  0.5141E-02  0.6436E-02
  0.8352E-02  0.1101E-01  0.1453E-01  0.1896E-01  0.2427E-01  0.3015E-01
  0.3605E-01  0.4124E-01  0.4496E-01  0.4666E-01  0.4609E-01  0.4332E-01
  0.3878E-01  0.3314E-01  0.2717E-01  0.2152E-01  0.1663E-01  0.1266E-01
  0.9581E-02  0.7309E-02  0.5719E-02  0.4689E-02  0.4116E-02  0.3933E-02
  0.3484E-02  0.3630E-02  0.4091E-02  0.4918E-02  0.6189E-02  0.8000E-02
  0.1044E-01  0.1358E-01  0.1740E-01  0.2178E-01  0.2643E-01  0.3086E-01
  0.3449E-01  0.3673E-01  0.3720E-01  0.3581E-01  0.3282E-01  0.2871E-01
  0.2410E-01  0.1953E-01  0.1541E-01  0.1192E-01  0.9138E-02  0.7021E-02
  0.5492E-02  0.4454E-02  0.3819E-02  0.3520E-02  0.3520E-02  0.3819E-02
  0.4454E-02  0.5492E-02  0.7021E-02  0.9138E-02  0.1192E-01  0.1541E-01
  0.1953E-01  0.2410E-01  0.2871E-01  0.3282E-01  0.3581E-01  0.3720E-01
  0.3673E-01  0.3449E-01  0.3086E-01  0.2643E-01  0.2178E-01  0.1740E-01
  0.1358E-01  0.1044E-01  0.8000E-02  0.6189E-02  0.4918E-02  0.4091E-02
  0.3630E-02  0.3484E-02  0.3274E-02  0.3390E-02  0.3755E-02  0.4408E-02
  0.5404E-02  0.6809E-02  0.8690E-02  0.1109E-01  0.1398E-01  0.1725E-01
  0.2068E-01  0.2392E-01  0.2655E-01  0.2818E-01  0.2852E-01  0.2751E-01
  0.2534E-01  0.2235E-01  0.1896E-01  0.1558E-01  0.1248E-01  0.9824E-02
  0.7687E-02  0.6051E-02  0.4860E-02  0.4042E-02  0.3540E-02  0.3303E-02
  0.3303E-02  0.3540E-02  0.4042E-02  0.4860E-02  0.6051E-02  0.7687E-02
  0.9824E-02  0.1248E-01  0.1558E-01  0.1896E-01  0.2235E-01  0.2534E-01
  0.2751E-01  0.2852E-01  0.2818E-01  0.2655E-01  0.2392E-01  0.2068E-01
  0.1725E-01  0.1398E-01  0.1109E-01  0.8690E-02  0.6809E-02  0.5404E-02
  0.4408E-02  0.3755E-02  0.3390E-02  0.3274E-02  0.3274E-02  0.3365E-02
  0.3647E-02  0.4148E-02  0.4906E-02  0.5962E-02  0.7359E-02  0.9123E-02
